epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,240.531,0.28666,0.19661,0.83919,0.99759,1,0.995,0.96333,0.30148,0.15289,0.83245,0.000390072,0.000390072,0.000390072
190,241.8,0.28434,0.19417,0.83897,0.9988,1,0.995,0.96226,0.30524,0.15523,0.8299,0.000384546,0.000384546,0.000384546
191,243.061,0.27001,0.18525,0.83578,1,1,0.995,0.96142,0.30519,0.15953,0.83446,0.00037902,0.00037902,0.00037902
192,244.306,0.27514,0.18725,0.84394,0.99876,1,0.995,0.95861,0.30262,0.15415,0.83705,0.000373494,0.000373494,0.000373494
193,245.533,0.26678,0.1829,0.83954,0.99878,1,0.995,0.95577,0.30585,0.15658,0.83156,0.000367967,0.000367967,0.000367967
194,246.777,0.26996,0.18368,0.83453,0.99823,1,0.995,0.95027,0.31771,0.15456,0.83619,0.000362441,0.000362441,0.000362441
195,248.038,0.28021,0.18801,0.84523,0.998,1,0.995,0.95268,0.29602,0.15256,0.82482,0.000356915,0.000356915,0.000356915
196,249.277,0.27514,0.1874,0.8334,0.99804,1,0.995,0.96055,0.28978,0.14994,0.81854,0.000351389,0.000351389,0.000351389
197,250.639,0.26547,0.18504,0.84174,0.99791,1,0.995,0.96057,0.30863,0.15654,0.83062,0.000345863,0.000345863,0.000345863
198,251.878,0.26953,0.18154,0.83535,0.99788,1,0.995,0.95658,0.30024,0.15697,0.83088,0.000340336,0.000340336,0.000340336
199,253.21,0.27161,0.18424,0.83414,0.99922,1,0.995,0.96122,0.30508,0.1471,0.82996,0.00033481,0.00033481,0.00033481
200,254.454,0.28048,0.18887,0.83718,0.99805,1,0.995,0.96745,0.29202,0.14594,0.82539,0.000329284,0.000329284,0.000329284
201,255.697,0.2672,0.18648,0.82937,0.99805,1,0.995,0.956,0.30729,0.15018,0.83257,0.000323758,0.000323758,0.000323758
202,256.944,0.27108,0.1848,0.83904,0.99838,1,0.995,0.95903,0.29882,0.14902,0.83136,0.000318232,0.000318232,0.000318232
203,258.169,0.26416,0.17973,0.83064,0.99827,1,0.995,0.95924,0.30877,0.15442,0.83775,0.000312705,0.000312705,0.000312705
204,259.421,0.25551,0.17993,0.82774,0.99803,1,0.995,0.9594,0.30088,0.14854,0.83045,0.000307179,0.000307179,0.000307179
205,260.646,0.26455,0.17822,0.82917,0.99831,1,0.995,0.96324,0.29761,0.14676,0.82689,0.000301653,0.000301653,0.000301653
206,261.937,0.25187,0.17436,0.83475,0.9978,1,0.995,0.96043,0.30359,0.1489,0.83302,0.000296127,0.000296127,0.000296127
207,263.173,0.26633,0.18113,0.83758,0.99771,1,0.995,0.95499,0.33511,0.1557,0.84217,0.000290601,0.000290601,0.000290601
208,264.488,0.26076,0.17943,0.83223,0.99796,1,0.995,0.95752,0.31616,0.15014,0.83366,0.000285074,0.000285074,0.000285074
209,265.837,0.27075,0.18234,0.83692,0.99886,1,0.995,0.96111,0.30746,0.15302,0.82955,0.000279548,0.000279548,0.000279548
210,267.165,0.24778,0.17396,0.81874,0.9989,1,0.995,0.96049,0.30775,0.14928,0.83413,0.000274022,0.000274022,0.000274022
211,268.398,0.25226,0.17521,0.82944,0.99882,1,0.995,0.95848,0.30946,0.1529,0.83562,0.000268496,0.000268496,0.000268496
212,269.669,0.24739,0.1748,0.82997,0.99877,1,0.995,0.95583,0.31965,0.15408,0.83533,0.000262969,0.000262969,0.000262969
213,270.904,0.25818,0.17465,0.84268,0.99832,1,0.995,0.9598,0.31722,0.15218,0.84001,0.000257443,0.000257443,0.000257443
214,272.207,0.26673,0.17889,0.83837,0.99865,1,0.995,0.95589,0.3291,0.1539,0.85029,0.000251917,0.000251917,0.000251917
215,273.445,0.25707,0.17288,0.8308,0.99757,1,0.995,0.9562,0.31033,0.14623,0.83605,0.000246391,0.000246391,0.000246391
216,274.699,0.25704,0.17309,0.83318,0.99836,1,0.995,0.95865,0.30879,0.14666,0.82989,0.000240865,0.000240865,0.000240865
217,275.953,0.25213,0.17127,0.8283,0.99856,1,0.995,0.95825,0.29767,0.14289,0.82355,0.000235338,0.000235338,0.000235338
218,277.198,0.25033,0.17144,0.82643,0.99821,1,0.995,0.95933,0.30473,0.14593,0.83111,0.000229812,0.000229812,0.000229812
219,278.536,0.25034,0.17109,0.83017,0.998,1,0.995,0.96097,0.29386,0.14571,0.82716,0.000224286,0.000224286,0.000224286
220,279.779,0.25933,0.17326,0.83049,0.99816,1,0.995,0.95755,0.30244,0.14678,0.83089,0.00021876,0.00021876,0.00021876
221,281.022,0.26021,0.1755,0.82586,0.99795,1,0.995,0.95033,0.32101,0.14838,0.85212,0.000213234,0.000213234,0.000213234
222,282.268,0.25378,0.17449,0.82771,0.99783,1,0.995,0.95472,0.31292,0.14755,0.84179,0.000207707,0.000207707,0.000207707
223,283.496,0.26055,0.17735,0.83432,0.99785,1,0.995,0.95659,0.30546,0.14592,0.83364,0.000202181,0.000202181,0.000202181
224,284.739,0.26333,0.17644,0.83523,0.99796,1,0.995,0.95409,0.30861,0.14737,0.83389,0.000196655,0.000196655,0.000196655
225,286.025,0.24148,0.16995,0.83056,0.99817,1,0.995,0.95811,0.29561,0.14436,0.8264,0.000191129,0.000191129,0.000191129
226,287.333,0.24563,0.16993,0.83406,0.99804,1,0.995,0.95284,0.30896,0.14843,0.83085,0.000185603,0.000185603,0.000185603
227,288.61,0.24382,0.16938,0.83044,0.99793,1,0.995,0.95074,0.30648,0.1477,0.83504,0.000180076,0.000180076,0.000180076
228,289.987,0.24028,0.1643,0.82677,0.99886,1,0.995,0.95739,0.29629,0.14281,0.83243,0.00017455,0.00017455,0.00017455
229,291.219,0.24685,0.16922,0.83441,0.99891,1,0.995,0.96053,0.29759,0.14147,0.83316,0.000169024,0.000169024,0.000169024
230,292.472,0.24689,0.17006,0.82915,0.99879,1,0.995,0.95814,0.28985,0.14101,0.82682,0.000163498,0.000163498,0.000163498
231,293.744,0.23371,0.16416,0.82027,0.99894,1,0.995,0.95958,0.29026,0.14452,0.82745,0.000157971,0.000157971,0.000157971
232,294.975,0.24625,0.16925,0.83594,0.99815,1,0.995,0.96012,0.28195,0.14344,0.82404,0.000152445,0.000152445,0.000152445
233,296.297,0.24384,0.16649,0.82469,0.99809,1,0.995,0.95867,0.28537,0.13791,0.82616,0.000146919,0.000146919,0.000146919
234,297.538,0.23455,0.16514,0.82215,0.99802,1,0.995,0.95828,0.30445,0.14431,0.82988,0.000141393,0.000141393,0.000141393
235,298.786,0.2413,0.16531,0.82479,0.99802,1,0.995,0.95782,0.29184,0.13748,0.82852,0.000135867,0.000135867,0.000135867
236,300.039,0.23239,0.1619,0.81865,0.99803,1,0.995,0.95666,0.30043,0.13884,0.83487,0.00013034,0.00013034,0.00013034
237,301.372,0.24264,0.16636,0.82526,0.99806,1,0.995,0.95727,0.3062,0.13778,0.83609,0.000124814,0.000124814,0.000124814
238,302.622,0.23696,0.16275,0.83142,0.99805,1,0.995,0.95884,0.31828,0.14572,0.83999,0.000119288,0.000119288,0.000119288
239,303.845,0.24176,0.1644,0.83204,0.99798,1,0.995,0.95488,0.33272,0.14288,0.8485,0.000113762,0.000113762,0.000113762
240,305.12,0.24064,0.16258,0.83204,0.998,1,0.995,0.95417,0.32366,0.14339,0.84419,0.000108236,0.000108236,0.000108236
241,306.418,0.23122,0.16053,0.83066,0.99812,1,0.995,0.95712,0.31035,0.14274,0.83521,0.000102709,0.000102709,0.000102709
242,307.732,0.21775,0.15596,0.82083,0.99819,1,0.995,0.95649,0.31264,0.14565,0.83425,9.71832e-05,9.71832e-05,9.71832e-05
243,308.954,0.23271,0.15956,0.82159,0.99822,1,0.995,0.95705,0.30328,0.13958,0.8323,9.1657e-05,9.1657e-05,9.1657e-05
244,310.206,0.2211,0.15861,0.81258,0.99823,1,0.995,0.95769,0.30331,0.13967,0.83304,8.61307e-05,8.61307e-05,8.61307e-05
245,311.522,0.22965,0.15933,0.82637,0.99883,1,0.995,0.95662,0.30432,0.14123,0.83466,8.06045e-05,8.06045e-05,8.06045e-05
246,312.795,0.22513,0.15901,0.82247,0.99894,1,0.995,0.95524,0.30164,0.14234,0.83397,7.50783e-05,7.50783e-05,7.50783e-05
247,315.138,0.20587,0.13605,0.79715,0.9982,1,0.995,0.95515,0.30233,0.14079,0.83323,6.95521e-05,6.95521e-05,6.95521e-05
248,316.398,0.20074,0.13096,0.79274,0.99826,1,0.995,0.9565,0.29654,0.14031,0.83095,6.40259e-05,6.40259e-05,6.40259e-05
249,317.65,0.1946,0.13223,0.7904,0.99811,1,0.995,0.9557,0.30139,0.14105,0.8318,5.84997e-05,5.84997e-05,5.84997e-05
250,318.893,0.19512,0.13545,0.78792,0.99818,1,0.995,0.95279,0.32239,0.14579,0.84064,5.29735e-05,5.29735e-05,5.29735e-05
251,320.114,0.19183,0.1285,0.78918,0.99811,1,0.995,0.95144,0.31487,0.14456,0.84037,4.74473e-05,4.74473e-05,4.74473e-05
252,321.345,0.18725,0.12801,0.78692,0.9982,1,0.995,0.95504,0.30217,0.14085,0.83732,4.19211e-05,4.19211e-05,4.19211e-05
253,322.569,0.1921,0.12847,0.78875,0.99824,1,0.995,0.95602,0.30257,0.13912,0.83735,3.63948e-05,3.63948e-05,3.63948e-05
254,323.798,0.18877,0.12804,0.78848,0.99823,1,0.995,0.95254,0.30492,0.13985,0.83677,3.08686e-05,3.08686e-05,3.08686e-05
255,325.011,0.18519,0.12555,0.78875,0.99824,1,0.995,0.9529,0.30672,0.14294,0.83679,2.53424e-05,2.53424e-05,2.53424e-05
256,326.245,0.19443,0.12582,0.79717,0.99823,1,0.995,0.95305,0.30746,0.14234,0.83705,1.98162e-05,1.98162e-05,1.98162e-05
