epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,54.3006,0.36357,0.26867,0.85802,0.99826,1,0.995,0.95408,0.29674,0.18847,0.84821,0.000848969,0.000848969,0.000848969
43,55.5392,0.35145,0.25888,0.84745,0.9968,1,0.995,0.94613,0.3223,0.19947,0.86442,0.000834822,0.000834822,0.000834822
44,56.8063,0.36216,0.25611,0.85516,0.99694,1,0.995,0.94998,0.30939,0.18922,0.85665,0.000820675,0.000820675,0.000820675
45,58.052,0.36377,0.263,0.86084,0.99843,1,0.995,0.95058,0.29226,0.18299,0.85818,0.000806528,0.000806528,0.000806528
46,59.4226,0.33216,0.24513,0.84438,0.99755,1,0.995,0.95199,0.28901,0.18413,0.85314,0.00079238,0.00079238,0.00079238
47,60.6018,0.32666,0.24453,0.84145,0.99771,1,0.995,0.95291,0.31775,0.19034,0.86316,0.000778233,0.000778233,0.000778233
48,61.8391,0.34113,0.24501,0.85717,0.9974,1,0.995,0.95446,0.31036,0.19877,0.85361,0.000764086,0.000764086,0.000764086
49,63.0886,0.33238,0.24696,0.84388,0.9977,1,0.995,0.9506,0.31902,0.193,0.85924,0.000749939,0.000749939,0.000749939
50,64.4623,0.33646,0.23916,0.85948,0.99798,1,0.995,0.95366,0.29863,0.19132,0.8503,0.000735792,0.000735792,0.000735792
51,65.687,0.34532,0.24347,0.85009,0.99765,1,0.995,0.95572,0.29412,0.1955,0.84604,0.000721645,0.000721645,0.000721645
52,66.9362,0.31963,0.23213,0.84631,0.99753,1,0.995,0.95964,0.2821,0.1895,0.84842,0.000707498,0.000707498,0.000707498
53,68.1415,0.33996,0.23667,0.85091,0.99736,1,0.995,0.95549,0.29205,0.17994,0.85194,0.000693351,0.000693351,0.000693351
54,69.4873,0.34263,0.2411,0.85208,0.99795,1,0.995,0.95263,0.30911,0.18484,0.85243,0.000679204,0.000679204,0.000679204
55,70.7791,0.33901,0.23249,0.85903,0.99824,1,0.995,0.95841,0.29606,0.1857,0.8528,0.000665057,0.000665057,0.000665057
56,72.0124,0.34465,0.23392,0.85061,0.99767,1,0.995,0.96174,0.28386,0.17679,0.84454,0.000650909,0.000650909,0.000650909
57,73.2136,0.33419,0.2335,0.84562,0.99831,1,0.995,0.95668,0.28914,0.17184,0.84771,0.000636762,0.000636762,0.000636762
58,74.6586,0.34064,0.2368,0.8416,0.9979,1,0.995,0.95853,0.2838,0.17122,0.8454,0.000622615,0.000622615,0.000622615
59,75.8015,0.33555,0.23007,0.84473,0.99621,1,0.995,0.94686,0.31533,0.19125,0.85767,0.000608468,0.000608468,0.000608468
60,77.0711,0.33986,0.22789,0.85112,0.99661,1,0.995,0.95806,0.29344,0.17985,0.84801,0.000594321,0.000594321,0.000594321
61,78.2725,0.31721,0.21911,0.83588,0.99736,1,0.995,0.96235,0.28234,0.16487,0.84484,0.000580174,0.000580174,0.000580174
62,79.6631,0.30942,0.2173,0.83701,0.99776,1,0.995,0.96358,0.27788,0.16562,0.84104,0.000566027,0.000566027,0.000566027
63,80.9304,0.3108,0.22127,0.84736,0.99753,1,0.995,0.95593,0.31759,0.18123,0.85858,0.00055188,0.00055188,0.00055188
64,82.2212,0.3109,0.21941,0.83769,0.9973,1,0.995,0.95662,0.33853,0.19399,0.85624,0.000537733,0.000537733,0.000537733
65,83.4504,0.30676,0.21838,0.84153,0.99843,1,0.995,0.95947,0.29945,0.17332,0.85096,0.000523586,0.000523586,0.000523586
66,84.835,0.3103,0.2118,0.84355,0.99816,1,0.995,0.95634,0.28132,0.17168,0.8461,0.000509438,0.000509438,0.000509438
67,86.0095,0.30901,0.2143,0.84046,0.99816,1,0.995,0.95704,0.29167,0.17158,0.85077,0.000495291,0.000495291,0.000495291
68,87.3117,0.34584,0.22405,0.85098,0.99771,1,0.995,0.95581,0.29833,0.1755,0.84557,0.000481144,0.000481144,0.000481144
69,88.5573,0.31153,0.21754,0.84746,0.99838,1,0.995,0.95422,0.30748,0.16567,0.84941,0.000466997,0.000466997,0.000466997
70,89.9377,0.2889,0.19923,0.84022,0.99834,1,0.995,0.94964,0.32849,0.16547,0.86385,0.00045285,0.00045285,0.00045285
71,91.1328,0.30537,0.21085,0.83943,0.99797,1,0.995,0.94797,0.31785,0.16954,0.85866,0.000438703,0.000438703,0.000438703
72,92.384,0.31854,0.21576,0.84086,0.99834,1,0.995,0.95641,0.29702,0.16198,0.84816,0.000424556,0.000424556,0.000424556
73,93.6168,0.30914,0.20828,0.83071,0.99793,1,0.995,0.95701,0.29075,0.16821,0.84772,0.000410409,0.000410409,0.000410409
74,94.9357,0.31836,0.20933,0.85219,0.99808,1,0.995,0.95872,0.29872,0.16441,0.84917,0.000396262,0.000396262,0.000396262
75,96.1584,0.29864,0.20208,0.83771,0.99765,1,0.995,0.95959,0.29318,0.16197,0.84924,0.000382115,0.000382115,0.000382115
76,97.4289,0.31066,0.20355,0.84805,0.9974,1,0.995,0.95922,0.28621,0.16078,0.846,0.000367967,0.000367967,0.000367967
77,98.6562,0.28869,0.19613,0.83623,0.99809,1,0.995,0.9632,0.27328,0.15803,0.84025,0.00035382,0.00035382,0.00035382
78,99.9983,0.30515,0.19753,0.84137,0.99832,1,0.995,0.95561,0.28044,0.15685,0.84265,0.000339673,0.000339673,0.000339673
79,101.201,0.27889,0.18882,0.8338,0.99755,1,0.995,0.95598,0.29047,0.15593,0.84836,0.000325526,0.000325526,0.000325526
80,102.432,0.3026,0.20492,0.84269,0.99796,1,0.995,0.9562,0.27699,0.14737,0.84638,0.000311379,0.000311379,0.000311379
81,103.683,0.29459,0.19577,0.83791,0.99829,1,0.995,0.95676,0.30222,0.15189,0.85123,0.000297232,0.000297232,0.000297232
82,105.042,0.29515,0.19478,0.83939,0.99756,1,0.995,0.9572,0.29328,0.15258,0.85407,0.000283085,0.000283085,0.000283085
83,106.248,0.30361,0.19586,0.84719,0.99753,1,0.995,0.95967,0.27546,0.15183,0.84507,0.000268938,0.000268938,0.000268938
84,107.5,0.2988,0.19694,0.83521,0.9979,1,0.995,0.95644,0.29524,0.15007,0.85081,0.000254791,0.000254791,0.000254791
85,108.752,0.29177,0.19203,0.83684,0.99788,1,0.995,0.95658,0.28453,0.16156,0.84809,0.000240644,0.000240644,0.000240644
86,110.152,0.29412,0.18791,0.84295,0.99718,1,0.995,0.95493,0.33708,0.16356,0.85766,0.000226497,0.000226497,0.000226497
87,111.325,0.29219,0.18774,0.83625,0.99763,1,0.995,0.95641,0.29415,0.15259,0.8489,0.000212349,0.000212349,0.000212349
88,112.607,0.28868,0.18835,0.83168,0.99788,1,0.995,0.96116,0.30651,0.15432,0.8497,0.000198202,0.000198202,0.000198202
89,113.831,0.27941,0.18915,0.8318,0.99789,1,0.995,0.9543,0.27882,0.13667,0.84585,0.000184055,0.000184055,0.000184055
90,115.158,0.27617,0.18478,0.82723,0.99781,1,0.995,0.95911,0.28,0.14248,0.84512,0.000169908,0.000169908,0.000169908
91,117.604,0.24625,0.1641,0.80934,0.99777,1,0.995,0.96095,0.28208,0.14571,0.84424,0.000155761,0.000155761,0.000155761
92,118.739,0.24213,0.16409,0.81356,0.9982,1,0.995,0.96148,0.26844,0.14192,0.84401,0.000141614,0.000141614,0.000141614
93,119.92,0.2485,0.16547,0.81199,0.998,1,0.995,0.95886,0.27986,0.14531,0.8439,0.000127467,0.000127467,0.000127467
94,121.05,0.24568,0.16092,0.82297,0.99807,1,0.995,0.95962,0.26913,0.14112,0.84412,0.00011332,0.00011332,0.00011332
95,122.133,0.23401,0.15629,0.80854,0.99844,1,0.995,0.96154,0.27447,0.13976,0.84393,9.91726e-05,9.91726e-05,9.91726e-05
96,123.291,0.23574,0.15598,0.81954,0.9981,1,0.995,0.96018,0.26662,0.13931,0.84294,8.50255e-05,8.50255e-05,8.50255e-05
97,124.383,0.22462,0.15064,0.81117,0.99792,1,0.995,0.95948,0.26735,0.13952,0.84272,7.08784e-05,7.08784e-05,7.08784e-05
98,125.529,0.22951,0.14785,0.80861,0.99794,1,0.995,0.96114,0.27456,0.14272,0.84415,5.67313e-05,5.67313e-05,5.67313e-05
99,126.608,0.23024,0.14966,0.80587,0.99777,1,0.995,0.96089,0.27088,0.146,0.84494,4.25842e-05,4.25842e-05,4.25842e-05
100,127.762,0.22452,0.14638,0.8032,0.99803,1,0.995,0.96159,0.27661,0.14078,0.84501,2.84371e-05,2.84371e-05,2.84371e-05
