epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
196,246.015,0.2551,0.16225,0.82425,0.99892,1,0.995,0.9578,0.28181,0.13477,0.84708,0.000351389,0.000351389,0.000351389
197,247.255,0.24744,0.16025,0.82907,0.99883,1,0.995,0.95224,0.3055,0.1492,0.85776,0.000345863,0.000345863,0.000345863
198,248.618,0.24497,0.15558,0.8256,0.999,1,0.995,0.95823,0.30175,0.13807,0.85988,0.000340336,0.000340336,0.000340336
199,249.83,0.2559,0.15837,0.82226,0.99854,1,0.995,0.96087,0.30868,0.14691,0.86114,0.00033481,0.00033481,0.00033481
200,251.074,0.26402,0.1636,0.8242,0.99844,1,0.995,0.95821,0.30684,0.14626,0.85772,0.000329284,0.000329284,0.000329284
201,252.343,0.2459,0.15721,0.82097,0.99877,1,0.995,0.95836,0.28896,0.13775,0.85069,0.000323758,0.000323758,0.000323758
202,253.726,0.24913,0.15998,0.8188,0.99872,1,0.995,0.95394,0.29829,0.13561,0.85357,0.000318232,0.000318232,0.000318232
203,254.955,0.25247,0.15663,0.81941,0.99781,1,0.995,0.95393,0.31293,0.14361,0.86052,0.000312705,0.000312705,0.000312705
204,256.129,0.24756,0.15666,0.82298,0.99782,1,0.995,0.96031,0.28702,0.13402,0.84902,0.000307179,0.000307179,0.000307179
205,257.422,0.24763,0.15588,0.82149,0.99866,1,0.995,0.95803,0.27783,0.13186,0.84933,0.000301653,0.000301653,0.000301653
206,258.7,0.23587,0.15242,0.81907,0.99905,1,0.995,0.9562,0.29636,0.13346,0.8583,0.000296127,0.000296127,0.000296127
207,259.907,0.25283,0.15873,0.82587,0.99912,1,0.995,0.95821,0.30085,0.13482,0.85701,0.000290601,0.000290601,0.000290601
208,261.192,0.24284,0.15612,0.81996,0.99907,1,0.995,0.95863,0.29966,0.13438,0.85729,0.000285074,0.000285074,0.000285074
209,262.397,0.24713,0.15773,0.82185,0.99893,1,0.995,0.95831,0.2924,0.1374,0.85741,0.000279548,0.000279548,0.000279548
210,263.774,0.2321,0.15042,0.81373,0.999,1,0.995,0.95446,0.2967,0.13441,0.86452,0.000274022,0.000274022,0.000274022
211,264.876,0.23758,0.14899,0.81826,0.99827,1,0.995,0.95629,0.29992,0.13511,0.86565,0.000268496,0.000268496,0.000268496
212,266.135,0.2331,0.14881,0.82181,0.99884,1,0.995,0.95835,0.30887,0.13903,0.86591,0.000262969,0.000262969,0.000262969
213,267.391,0.2421,0.15178,0.83006,0.99895,1,0.995,0.95661,0.3086,0.14008,0.8644,0.000257443,0.000257443,0.000257443
214,268.723,0.24525,0.15301,0.82769,0.9991,1,0.995,0.96047,0.29795,0.13834,0.85473,0.000251917,0.000251917,0.000251917
215,269.79,0.24636,0.15085,0.81917,0.99912,1,0.995,0.95919,0.30195,0.14085,0.86028,0.000246391,0.000246391,0.000246391
216,271.081,0.23576,0.1518,0.82508,0.99841,1,0.995,0.96051,0.29815,0.1408,0.86245,0.000240865,0.000240865,0.000240865
217,272.306,0.24106,0.14913,0.81901,0.99786,1,0.995,0.95253,0.31492,0.14597,0.87309,0.000235338,0.000235338,0.000235338
218,273.582,0.24245,0.153,0.81929,0.99876,1,0.995,0.94958,0.33641,0.14512,0.87543,0.000229812,0.000229812,0.000229812
219,274.798,0.23547,0.14855,0.82158,0.99871,1,0.995,0.95519,0.30299,0.13084,0.85844,0.000224286,0.000224286,0.000224286
220,276.005,0.24631,0.15561,0.82036,0.99835,1,0.995,0.95951,0.31265,0.13166,0.86106,0.00021876,0.00021876,0.00021876
221,277.267,0.24553,0.15483,0.81999,0.99837,1,0.995,0.95757,0.30894,0.13645,0.8623,0.000213234,0.000213234,0.000213234
222,278.583,0.24343,0.15277,0.81871,0.99855,1,0.995,0.9539,0.31107,0.13786,0.86747,0.000207707,0.000207707,0.000207707
223,279.791,0.24224,0.15191,0.82272,0.99857,1,0.995,0.95901,0.2989,0.13793,0.86075,0.000202181,0.000202181,0.000202181
224,280.981,0.24834,0.1511,0.8276,0.99871,1,0.995,0.95153,0.3159,0.13931,0.86805,0.000196655,0.000196655,0.000196655
225,282.197,0.22857,0.14679,0.81835,0.99787,1,0.995,0.95686,0.30851,0.14012,0.86133,0.000191129,0.000191129,0.000191129
226,283.542,0.23031,0.14707,0.82638,0.99812,1,0.995,0.9558,0.30639,0.14195,0.85844,0.000185603,0.000185603,0.000185603
227,284.802,0.22975,0.14673,0.81358,0.99755,1,0.995,0.95714,0.30309,0.14029,0.85826,0.000180076,0.000180076,0.000180076
228,286.059,0.22831,0.14448,0.82235,0.99754,1,0.995,0.95831,0.3025,0.13503,0.8616,0.00017455,0.00017455,0.00017455
229,287.326,0.22987,0.14742,0.82215,0.99727,1,0.995,0.95464,0.31961,0.13762,0.87147,0.000169024,0.000169024,0.000169024
230,288.729,0.23018,0.14579,0.82637,0.99717,1,0.995,0.95335,0.31391,0.13906,0.86587,0.000163498,0.000163498,0.000163498
231,289.944,0.22386,0.14221,0.81292,0.99755,1,0.995,0.95903,0.29821,0.13932,0.85639,0.000157971,0.000157971,0.000157971
232,291.133,0.23236,0.14768,0.82355,0.99776,1,0.995,0.96088,0.30025,0.14127,0.85376,0.000152445,0.000152445,0.000152445
233,292.326,0.22859,0.14777,0.81516,0.9985,1,0.995,0.95935,0.30541,0.14084,0.85738,0.000146919,0.000146919,0.000146919
234,293.657,0.21346,0.14258,0.80373,0.99851,1,0.995,0.95813,0.30312,0.13828,0.86235,0.000141393,0.000141393,0.000141393
235,294.903,0.22765,0.14493,0.81818,0.99851,1,0.995,0.95984,0.30033,0.13607,0.86449,0.000135867,0.000135867,0.000135867
236,296.143,0.22033,0.14066,0.81337,0.99893,1,0.995,0.95802,0.30574,0.13723,0.86701,0.00013034,0.00013034,0.00013034
