epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,98.3107,0.3382,0.21445,0.85087,0.9972,1,0.995,0.95207,0.29055,0.16875,0.84877,0.00100348,0.00100348,0.00100348
79,99.4121,0.32115,0.21582,0.8451,0.99792,1,0.995,0.95079,0.31297,0.17323,0.86171,0.000997956,0.000997956,0.000997956
80,100.653,0.34957,0.23086,0.85577,0.99758,1,0.995,0.94936,0.3185,0.18478,0.86309,0.000992429,0.000992429,0.000992429
81,101.901,0.33406,0.22408,0.84678,0.99798,1,0.995,0.95356,0.33638,0.17882,0.87066,0.000986903,0.000986903,0.000986903
82,103.273,0.33988,0.22152,0.84909,0.99802,1,0.995,0.95532,0.31968,0.17136,0.867,0.000981377,0.000981377,0.000981377
83,104.487,0.34548,0.22257,0.85879,0.99797,1,0.995,0.95361,0.30773,0.17745,0.85835,0.000975851,0.000975851,0.000975851
84,105.712,0.33947,0.22205,0.84433,0.99688,0.99978,0.995,0.95125,0.31942,0.17824,0.85586,0.000970324,0.000970324,0.000970324
85,106.988,0.32484,0.21375,0.84772,0.99809,1,0.995,0.95839,0.30813,0.17146,0.85029,0.000964798,0.000964798,0.000964798
86,108.382,0.33613,0.21446,0.85185,0.99816,1,0.995,0.949,0.37058,0.20027,0.867,0.000959272,0.000959272,0.000959272
87,109.508,0.32306,0.2071,0.84025,0.99807,1,0.995,0.96366,0.31115,0.17299,0.84874,0.000953746,0.000953746,0.000953746
88,110.784,0.31917,0.2089,0.83956,0.99779,1,0.995,0.95951,0.29605,0.15819,0.85445,0.00094822,0.00094822,0.00094822
89,111.988,0.32401,0.21631,0.84261,0.9979,1,0.995,0.96363,0.27449,0.152,0.84223,0.000942693,0.000942693,0.000942693
90,113.333,0.3242,0.21108,0.83938,0.99762,1,0.995,0.95851,0.29664,0.16912,0.84352,0.000937167,0.000937167,0.000937167
91,114.567,0.32108,0.20947,0.84477,0.99837,1,0.995,0.95871,0.29163,0.17489,0.84751,0.000931641,0.000931641,0.000931641
92,115.758,0.32785,0.21227,0.8452,0.99809,1,0.995,0.95482,0.31616,0.17242,0.85817,0.000926115,0.000926115,0.000926115
93,116.979,0.31602,0.20603,0.84217,0.99859,1,0.995,0.95496,0.29929,0.1775,0.8485,0.000920589,0.000920589,0.000920589
94,118.31,0.32913,0.20595,0.84339,0.99769,1,0.995,0.95771,0.32177,0.17704,0.85573,0.000915062,0.000915062,0.000915062
95,119.492,0.32098,0.21011,0.8411,0.99789,1,0.995,0.95396,0.31297,0.16635,0.85283,0.000909536,0.000909536,0.000909536
96,120.727,0.3247,0.20273,0.84899,0.9982,1,0.995,0.95269,0.29684,0.15941,0.85123,0.00090401,0.00090401,0.00090401
97,121.971,0.32688,0.20581,0.85163,0.9983,1,0.995,0.96266,0.30019,0.16335,0.85118,0.000898484,0.000898484,0.000898484
98,123.384,0.32922,0.21126,0.84681,0.99842,1,0.995,0.95779,0.29345,0.16005,0.84911,0.000892958,0.000892958,0.000892958
99,124.465,0.3265,0.20761,0.84047,0.99837,1,0.995,0.95769,0.28892,0.15615,0.84786,0.000887431,0.000887431,0.000887431
100,125.634,0.31873,0.20594,0.84666,0.99797,1,0.995,0.95861,0.29072,0.16194,0.84473,0.000881905,0.000881905,0.000881905
101,126.869,0.3385,0.20943,0.85083,0.99843,1,0.995,0.96152,0.28444,0.15066,0.84203,0.000876379,0.000876379,0.000876379
102,128.302,0.31533,0.19866,0.83898,0.99789,1,0.995,0.95627,0.28333,0.15531,0.84269,0.000870853,0.000870853,0.000870853
103,129.526,0.32279,0.20239,0.83913,0.99799,1,0.995,0.95222,0.31593,0.17273,0.85133,0.000865326,0.000865326,0.000865326
104,130.72,0.31488,0.20385,0.84207,0.99788,1,0.995,0.95898,0.30738,0.1671,0.85136,0.0008598,0.0008598,0.0008598
105,131.883,0.32315,0.20673,0.84377,0.99747,1,0.995,0.96184,0.29541,0.16511,0.84878,0.000854274,0.000854274,0.000854274
106,133.271,0.31421,0.20409,0.83644,0.99863,1,0.995,0.95986,0.29261,0.16338,0.84805,0.000848748,0.000848748,0.000848748
107,134.5,0.31078,0.20411,0.83867,0.9979,1,0.995,0.95802,0.31989,0.15818,0.85923,0.000843222,0.000843222,0.000843222
108,135.697,0.32269,0.20054,0.84625,0.99851,1,0.995,0.95992,0.29541,0.15102,0.85341,0.000837695,0.000837695,0.000837695
109,136.919,0.31854,0.19542,0.84031,0.99854,1,0.995,0.96043,0.29581,0.16552,0.84735,0.000832169,0.000832169,0.000832169
110,138.355,0.31402,0.19953,0.84275,0.99847,1,0.995,0.96141,0.28753,0.14961,0.85098,0.000826643,0.000826643,0.000826643
111,139.502,0.32239,0.20115,0.84117,0.99849,1,0.995,0.96091,0.28579,0.15046,0.84615,0.000821117,0.000821117,0.000821117
112,140.668,0.31371,0.19345,0.84964,0.99832,1,0.995,0.96097,0.29183,0.15291,0.85097,0.000815591,0.000815591,0.000815591
113,141.912,0.31167,0.19529,0.84703,0.99804,1,0.995,0.9614,0.28109,0.14596,0.84497,0.000810064,0.000810064,0.000810064
114,143.262,0.30264,0.19248,0.83535,0.99857,1,0.995,0.96385,0.28823,0.147,0.84811,0.000804538,0.000804538,0.000804538
115,144.532,0.30977,0.19889,0.83722,0.99799,1,0.995,0.96416,0.28738,0.15135,0.84613,0.000799012,0.000799012,0.000799012
116,145.724,0.30185,0.19537,0.83935,0.99809,1,0.995,0.96046,0.28097,0.152,0.84305,0.000793486,0.000793486,0.000793486
117,147.005,0.31198,0.19756,0.84293,0.99787,1,0.995,0.96444,0.28687,0.1509,0.8461,0.00078796,0.00078796,0.00078796
118,148.353,0.31059,0.18841,0.8484,0.99796,1,0.995,0.95519,0.29785,0.15855,0.84906,0.000782433,0.000782433,0.000782433
119,149.591,0.29916,0.19001,0.83575,0.99817,1,0.995,0.95654,0.30228,0.15573,0.8544,0.000776907,0.000776907,0.000776907
120,150.82,0.29895,0.18935,0.83438,0.99782,1,0.995,0.96339,0.29406,0.16662,0.85038,0.000771381,0.000771381,0.000771381
121,152.049,0.30386,0.20266,0.83358,0.99826,1,0.995,0.9612,0.31462,0.15938,0.85722,0.000765855,0.000765855,0.000765855
122,153.47,0.2886,0.19188,0.82556,0.99808,1,0.995,0.95322,0.32459,0.16349,0.85818,0.000760328,0.000760328,0.000760328
123,154.637,0.3064,0.20057,0.83863,0.99792,1,0.995,0.95769,0.30351,0.16366,0.8545,0.000754802,0.000754802,0.000754802
124,155.738,0.30348,0.19491,0.8364,0.998,1,0.995,0.95328,0.31085,0.16196,0.85615,0.000749276,0.000749276,0.000749276
125,156.99,0.30723,0.19075,0.84231,0.99785,1,0.995,0.95559,0.28436,0.15517,0.8506,0.00074375,0.00074375,0.00074375
126,158.334,0.30666,0.19039,0.84166,0.99876,0.99303,0.995,0.96205,0.28724,0.16362,0.84835,0.000738224,0.000738224,0.000738224
127,159.59,0.31047,0.19568,0.84746,0.99559,0.99932,0.995,0.96337,0.28312,0.15264,0.84656,0.000732697,0.000732697,0.000732697
128,160.844,0.3155,0.19482,0.85181,0.99879,0.9999,0.995,0.95486,0.31127,0.16655,0.85491,0.000727171,0.000727171,0.000727171
129,162.146,0.31225,0.19557,0.83791,0.99029,1,0.995,0.95367,0.33195,0.17118,0.86857,0.000721645,0.000721645,0.000721645
130,163.512,0.28994,0.18508,0.8355,0.99834,1,0.995,0.9536,0.32087,0.16577,0.85998,0.000716119,0.000716119,0.000716119
131,164.653,0.29052,0.18291,0.83423,0.99867,1,0.995,0.96104,0.29891,0.15046,0.8558,0.000710593,0.000710593,0.000710593
132,165.873,0.30533,0.18719,0.83593,0.99834,1,0.995,0.95795,0.34719,0.16225,0.86365,0.000705066,0.000705066,0.000705066
133,167.119,0.3124,0.18964,0.84676,0.99801,1,0.995,0.95452,0.3303,0.15841,0.86541,0.00069954,0.00069954,0.00069954
134,168.531,0.29662,0.18777,0.83925,0.99841,1,0.995,0.9632,0.29866,0.1613,0.85001,0.000694014,0.000694014,0.000694014
135,169.693,0.29972,0.18743,0.83068,0.9991,1,0.995,0.96444,0.30229,0.15663,0.85417,0.000688488,0.000688488,0.000688488
136,170.94,0.28846,0.18158,0.82631,0.99879,1,0.995,0.96862,0.28479,0.14651,0.84605,0.000682962,0.000682962,0.000682962
137,172.218,0.3041,0.18688,0.83487,0.99876,1,0.995,0.96386,0.29504,0.15432,0.85175,0.000677435,0.000677435,0.000677435
138,173.703,0.31228,0.19143,0.84192,0.99791,1,0.995,0.95366,0.32281,0.16017,0.87006,0.000671909,0.000671909,0.000671909
139,174.781,0.27524,0.17595,0.83475,0.99816,1,0.995,0.95631,0.30432,0.15095,0.85949,0.000666383,0.000666383,0.000666383
140,175.861,0.29364,0.18303,0.83126,0.99818,1,0.995,0.95828,0.31613,0.16512,0.86247,0.000660857,0.000660857,0.000660857
141,176.941,0.30019,0.18376,0.83194,0.99854,1,0.995,0.95447,0.30908,0.15745,0.85744,0.00065533,0.00065533,0.00065533
142,178.217,0.30041,0.1869,0.83546,0.99675,1,0.995,0.96004,0.2881,0.14968,0.85063,0.000649804,0.000649804,0.000649804
143,179.512,0.29727,0.18516,0.83055,0.99818,1,0.995,0.96133,0.30109,0.15013,0.85125,0.000644278,0.000644278,0.000644278
144,180.784,0.29488,0.18603,0.83593,0.99784,1,0.995,0.95207,0.33533,0.15413,0.87315,0.000638752,0.000638752,0.000638752
145,181.994,0.28225,0.17696,0.83097,0.99851,1,0.995,0.95534,0.31134,0.15102,0.86136,0.000633226,0.000633226,0.000633226
146,183.374,0.29453,0.17961,0.83533,0.9985,1,0.995,0.96274,0.30895,0.15653,0.85636,0.000627699,0.000627699,0.000627699
147,184.561,0.2884,0.18416,0.83426,0.99886,1,0.995,0.96365,0.3006,0.15122,0.84841,0.000622173,0.000622173,0.000622173
148,185.766,0.29373,0.18828,0.83387,0.99749,1,0.995,0.9649,0.29276,0.14767,0.85144,0.000616647,0.000616647,0.000616647
149,187.036,0.29078,0.18306,0.83268,0.99868,1,0.995,0.96339,0.2975,0.15047,0.85202,0.000611121,0.000611121,0.000611121
150,188.418,0.29653,0.1863,0.84908,0.99791,1,0.995,0.95598,0.32544,0.15145,0.87815,0.000605595,0.000605595,0.000605595
151,189.693,0.28341,0.17646,0.82794,0.99813,1,0.995,0.95442,0.31588,0.14859,0.86262,0.000600068,0.000600068,0.000600068
152,190.914,0.27766,0.17622,0.82897,0.99849,1,0.995,0.95864,0.31339,0.15088,0.86525,0.000594542,0.000594542,0.000594542
153,192.101,0.29717,0.18206,0.83112,0.99825,1,0.995,0.95493,0.32285,0.15899,0.86904,0.000589016,0.000589016,0.000589016
154,193.505,0.29928,0.18642,0.8403,0.99819,1,0.995,0.95866,0.30524,0.14874,0.8505,0.00058349,0.00058349,0.00058349
155,194.682,0.29408,0.18207,0.83536,0.99806,1,0.995,0.95818,0.28649,0.14157,0.84822,0.000577964,0.000577964,0.000577964
156,195.895,0.27561,0.17061,0.8286,0.99779,1,0.995,0.95901,0.30962,0.15131,0.85192,0.000572437,0.000572437,0.000572437
157,197.134,0.27429,0.17509,0.82286,0.99818,1,0.995,0.95785,0.32168,0.14645,0.85788,0.000566911,0.000566911,0.000566911
158,198.457,0.29139,0.17771,0.84171,0.99947,1,0.995,0.96404,0.2951,0.14527,0.84721,0.000561385,0.000561385,0.000561385
159,199.684,0.29039,0.17788,0.84037,0.9994,1,0.995,0.96291,0.28998,0.14327,0.85057,0.000555859,0.000555859,0.000555859
160,200.908,0.28877,0.18091,0.8397,0.99861,1,0.995,0.95634,0.3056,0.1437,0.85731,0.000550332,0.000550332,0.000550332
161,202.163,0.26441,0.16899,0.82744,0.99874,1,0.995,0.95966,0.29833,0.14777,0.85284,0.000544806,0.000544806,0.000544806
162,203.53,0.27343,0.17347,0.83028,0.99878,1,0.995,0.9596,0.30399,0.14652,0.8528,0.00053928,0.00053928,0.00053928
163,204.778,0.28071,0.17577,0.82823,0.99881,1,0.995,0.95898,0.29799,0.14501,0.8507,0.000533754,0.000533754,0.000533754
164,206.005,0.29509,0.17859,0.83647,0.99954,1,0.995,0.96317,0.29027,0.14369,0.85489,0.000528228,0.000528228,0.000528228
165,207.246,0.29501,0.1839,0.83626,0.99867,1,0.995,0.95857,0.29812,0.14265,0.85175,0.000522701,0.000522701,0.000522701
166,208.579,0.28162,0.17248,0.83351,0.99861,1,0.995,0.96115,0.30448,0.14842,0.8542,0.000517175,0.000517175,0.000517175
167,209.836,0.26486,0.16857,0.82914,0.99771,1,0.995,0.95892,0.29537,0.14055,0.85292,0.000511649,0.000511649,0.000511649
168,211.142,0.27292,0.17068,0.82057,0.99796,1,0.995,0.95714,0.29639,0.14834,0.85458,0.000506123,0.000506123,0.000506123
169,212.287,0.27645,0.17433,0.82224,0.99882,1,0.995,0.9568,0.29595,0.1492,0.85348,0.000500597,0.000500597,0.000500597
170,213.688,0.26133,0.16674,0.82643,0.99815,1,0.995,0.95789,0.30014,0.14352,0.86151,0.00049507,0.00049507,0.00049507
171,214.867,0.27937,0.17483,0.8266,0.99821,1,0.995,0.95926,0.30864,0.14729,0.86336,0.000489544,0.000489544,0.000489544
172,216.045,0.27611,0.17286,0.83426,0.99857,1,0.995,0.95829,0.3263,0.16076,0.86651,0.000484018,0.000484018,0.000484018
173,217.205,0.28144,0.17774,0.8325,0.99802,1,0.995,0.95348,0.3135,0.15542,0.86374,0.000478492,0.000478492,0.000478492
174,218.609,0.27517,0.17193,0.82744,0.99817,1,0.995,0.96311,0.29528,0.14965,0.85206,0.000472966,0.000472966,0.000472966
175,219.837,0.27522,0.17236,0.83078,0.99871,1,0.995,0.96198,0.29721,0.15226,0.85955,0.000467439,0.000467439,0.000467439
176,221.062,0.28017,0.17412,0.83627,0.99859,1,0.995,0.9569,0.33212,0.16089,0.87497,0.000461913,0.000461913,0.000461913
177,222.264,0.27514,0.17312,0.82754,0.99913,1,0.995,0.95976,0.30366,0.15122,0.86106,0.000456387,0.000456387,0.000456387
178,223.632,0.26612,0.16777,0.8206,0.99909,1,0.995,0.95988,0.30992,0.14799,0.86076,0.000450861,0.000450861,0.000450861
179,224.804,0.27259,0.16859,0.837,0.99906,1,0.995,0.96001,0.30837,0.14358,0.85708,0.000445334,0.000445334,0.000445334
180,226.05,0.27303,0.171,0.82629,0.99908,1,0.995,0.95092,0.32419,0.14561,0.86972,0.000439808,0.000439808,0.000439808
181,227.254,0.25844,0.16402,0.82194,0.99896,1,0.995,0.95562,0.31307,0.14087,0.86819,0.000434282,0.000434282,0.000434282
182,228.618,0.27392,0.16363,0.82821,0.99889,1,0.995,0.95772,0.30511,0.1451,0.86041,0.000428756,0.000428756,0.000428756
183,229.803,0.25686,0.16479,0.8273,0.99913,1,0.995,0.96299,0.29776,0.14019,0.85407,0.00042323,0.00042323,0.00042323
184,231.058,0.25566,0.1586,0.82579,0.99779,1,0.995,0.95906,0.29205,0.15414,0.8502,0.000417703,0.000417703,0.000417703
185,232.302,0.26589,0.1671,0.83067,0.9983,1,0.995,0.95434,0.30524,0.16318,0.85577,0.000412177,0.000412177,0.000412177
186,233.681,0.27013,0.17413,0.83553,0.99756,1,0.995,0.95747,0.31613,0.15258,0.86235,0.000406651,0.000406651,0.000406651
187,234.769,0.25407,0.16527,0.8192,0.99912,1,0.995,0.9576,0.30388,0.15189,0.8562,0.000401125,0.000401125,0.000401125
188,236.028,0.26666,0.17136,0.83179,0.99938,1,0.995,0.96097,0.29011,0.14921,0.8511,0.000395599,0.000395599,0.000395599
189,237.25,0.26504,0.16873,0.82792,0.99945,1,0.995,0.96067,0.29868,0.14719,0.8533,0.000390072,0.000390072,0.000390072
190,238.601,0.27141,0.16867,0.82591,0.9989,1,0.995,0.95507,0.29572,0.14803,0.85473,0.000384546,0.000384546,0.000384546
191,239.787,0.25852,0.16509,0.82751,0.99841,1,0.995,0.95899,0.29562,0.13532,0.85466,0.00037902,0.00037902,0.00037902
192,241,0.25467,0.16459,0.82901,0.99847,1,0.995,0.95516,0.30274,0.14169,0.86341,0.000373494,0.000373494,0.000373494
193,242.223,0.24792,0.16012,0.82834,0.99838,1,0.995,0.95642,0.2903,0.14391,0.85221,0.000367967,0.000367967,0.000367967
194,243.549,0.25583,0.16315,0.82289,0.99828,1,0.995,0.95745,0.28756,0.14265,0.8509,0.000362441,0.000362441,0.000362441
195,244.775,0.26027,0.16741,0.83664,0.99797,1,0.995,0.95424,0.29226,0.13976,0.85239,0.000356915,0.000356915,0.000356915
